group,scenario,curvature,uncertaintyScale,targetCurvature,targetSpeedRate,initialLateral,initialHeading,initialSpeed,roadBoundaries,horizonSeconds,confirmationRange,completed,passed,executedHolds,failureIdentifier,failureMessage,minNodeGap,minSampledGap,minDomainMargin,minTerminalMargin,maxClfResidual,recursiveFeasibilityGuaranteed,maxFrameMs
C-targetCurvature,crossing,0,0,0.005,0,0,0,0,0,1.6,16,1,1,240,,"",9.39781941672675,9.38896551285604,0.399861566365778,0.182403169045471,-4.68407367393776e-06,1,15.956
C-targetCurvature,crossing,0,0,0.01,0,0,0,0,0,1.6,16,1,1,240,,"",9.27784202164331,9.24576856437147,0.399868229151824,0.182403007367377,-4.53291013253351e-06,1,15.67
C-targetCurvature,crossing,0,0,0.02,0,0,0,0,0,1.6,16,1,1,240,,"",8.91905586260383,8.91905586260383,0.399908293190323,0.182403449381671,-3.5360281160268e-06,1,19.008
C-targetSpeedRate,crossing,0,0,0,-0.5,0,0,0,0,1.6,16,1,1,240,,"",9.51429828418381,9.51410015912268,0.399865845314879,0.182403270131188,-4.69600586760615e-06,1,15.532
C-targetSpeedRate,crossing,0,0,0,0.5,0,0,0,0,1.6,16,1,1,240,,"",9.5249272834286,9.5249272834286,0.399859920417674,0.182403192693946,-4.96798235237263e-06,1,18.772
C-targetSpeedRate,crossing,0,0,0,1,0,0,0,0,1.6,16,1,1,240,,"",9.53031684584022,9.53031684584022,0.399856883752062,0.182403152702653,-5.10064888504891e-06,1,15.511
D-initLateral,cruise,0,0,0,0,0.5,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.334046772163554,0.18185390211187,-2.99367234818021e-06,1,10.08
D-initLateral,cruise,0,0,0,0,1,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.268065757837587,0.18130008382447,-2.99924961448082e-06,1,10.753
D-initLateral,cruise,0,0,0,0,2,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.136595790435903,0.180170583371815,-2.99918963070409e-06,1,9.636
D-initLateral,cruise,0,0,0,0,3,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.0100764737552506,0.178861331809677,-2.9972350141938e-06,1,9.932
D-initHeading,cruise,0,0,0,0,0,0.1,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.3,0.182388446135065,-2.84565079513862e-06,1,11.088
D-initHeading,cruise,0,0,0,0,0,0.2,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.2,0.182372043489002,-2.87887061900992e-06,1,10.736
D-initHeading,cruise,0,0,0,0,0,0.3,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.1,0.182355654751127,-3.19502982943591e-06,1,11.462
D-initSpeed,cruise,0,0,0,0,0,0,-2,0,1.6,16,1,1,240,,"",Inf,Inf,0.4,0.182404774101373,-5.43520175264751e-06,1,22.137
D-initSpeed,cruise,0,0,0,0,0,0,2,0,1.6,16,1,1,240,,"",Inf,Inf,0.4,0.182404774101373,-7.48922293276714e-06,1,10.934
D-initLateral,cruise,0.01,0,0,0,0.5,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.322488687610336,0.173130606424668,-2.83710804885989e-06,1,18.376
D-initLateral,cruise,0.01,0,0,0,1,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.256266092162558,0.172557671094358,-2.83241304041044e-06,1,24.043
D-initLateral,cruise,0.01,0,0,0,2,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,0.12409488067733,0.171395701285782,-2.8402440962976e-06,1,18.59
D-initLateral,cruise,0.01,0,0,0,3,0,0,0,1.6,16,1,1,240,,"",Inf,Inf,-0.00296693604051718,0.170063538886171,-2.83924188567304e-06,1,16.651
