group,scenario,curvature,uncertaintyScale,targetJerk,targetYawAcc,initialLateral,initialHeading,initialSpeed,roadBoundaries,horizonSeconds,confirmationRange,completed,passed,executedHolds,failureIdentifier,failureMessage,minNodeGap,minSampledGap,minDomainMargin,minTerminalMargin,maxClfResidual,recursiveFeasibilityGuaranteed,maxFrameMs
D-initLateral,stationary,0.01,0,0,0,0.5,0,0,0,1.6,16,1,1,240,,"",0.10189525803739,0.083321231574338,0.174480285798532,0.0937904844747249,-5.56651324750748e-06,1,49.02
D-initLateral,stationary,0.01,0,0,0,1,0,0,0,1.6,16,1,1,240,,"",0.133727706288789,0.132412005134284,0.154307715102037,0.118987005855561,-5.52335618183487e-06,1,49.977
D-initLateral,stationary,0.01,0,0,0,2,0,0,0,1.6,16,0,0,0,collisionAvoidanceController:optimizationFailed,"The hard-safety, soft-CLF search failed at t=0 s (Fixed-direction trajectory optimization failed: solverRejected: solver exit flag -2: Clarabel status 2). No command was issued.",Inf,Inf,Inf,NaN,NaN,0,45.466
D-initLateral,stationary,0.01,0,0,0,3,0,0,0,1.6,16,1,1,240,,"",0.101493539574975,0.0953136497477346,0.189947203375022,0.114692867800413,-5.50933552631202e-06,1,46.409
D-initHeading,stationary,0.01,0,0,0,0,0.1,0,0,1.6,16,0,0,0,collisionAvoidanceController:optimizationFailed,"The hard-safety, soft-CLF search failed at t=0 s (Fixed-direction trajectory optimization failed: solverRejected: solver exit flag -2: Clarabel status 2). No command was issued.",Inf,Inf,Inf,NaN,NaN,0,43.442
D-initHeading,stationary,0.01,0,0,0,0,0.2,0,0,1.6,16,0,0,0,collisionAvoidanceController:optimizationFailed,"The hard-safety, soft-CLF search failed at t=0 s (Fixed-direction trajectory optimization failed: solverRejected: solver exit flag -2: Clarabel status 2). No command was issued.",Inf,Inf,Inf,NaN,NaN,0,42.9
D-initHeading,stationary,0.01,0,0,0,0,0.3,0,0,1.6,16,0,0,0,collisionAvoidanceController:optimizationFailed,"The hard-safety, soft-CLF search failed at t=0 s (Fixed-direction trajectory optimization failed: solverRejected: solver exit flag -2: Clarabel status 2). No command was issued.",Inf,Inf,Inf,NaN,NaN,0,39.984
D-initSpeed,stationary,0.01,0,0,0,0,0,-2,0,1.6,16,0,0,0,collisionAvoidanceController:optimizationFailed,"The hard-safety, soft-CLF search failed at t=0 s (Fixed-direction trajectory optimization failed: solverRejected: solver exit flag -2: Clarabel status 2). No command was issued.",Inf,Inf,Inf,NaN,NaN,0,47.272
D-initSpeed,stationary,0.01,0,0,0,0,0,2,0,1.6,16,1,1,240,,"",0.0996673564435245,0.0981007925886476,0.0310905349651686,1.60013448301799e-05,-5.56649149578617e-06,1,40.11
E-road,stationary,0,0,0,0,0,0,0,1,1.6,16,0,0,0,collisionAvoidanceController:optimizationFailed,"The recursive cruise certificate requires an unbounded road-free reference domain.",Inf,Inf,Inf,NaN,NaN,0,105.669
