scenario,planTime,stage,time,axle,anchorBeta,candidateBeta,betaSlope,anchorSteering,candidateSteering,anchorForce,betaForceChange,affineForce,nonlinearForce,capacity,slip
sCurve,1.35,41,3.35,2,0.00712429022939928,0.0119686830558714,-0.0108727474171218,0.0036833089262544,0.00755298081689811,170.889942842899,-5.26718595915478e-05,-1262.47954379847,-1386.67440049186,6454.69313117584,0.00947062462136455
sCurve,1.35,42,3.4,1,0.00880408826925148,0.0122051609653935,-0.0469919823425113,0.00494845979399185,0.00790915020719744,319.165859541567,-0.000159823148082701,-174.608122820098,-313.446061522112,6504.78873430403,0.002360866048951
sCurve,1.35,42,3.4,2,0.00880408826925148,0.0122051609653935,-0.00604852725517559,0.00494845979399185,0.00790915020719744,114.879517818882,-2.05714808994483e-05,-284.07909451156,-340.827802058953,6454.67467912108,0.00219121645383693
sCurve,1.35,43,3.45,1,0.0102679007291734,0.0124068343298217,-0.0475854787926516,0.0058825559009632,0.00780926009800176,297.621969911297,-0.000101782179492541,8.26286124689994,-77.1599873518549,6504.77258834649,0.000574005958238462
sCurve,1.35,43,3.45,2,0.0102679007291734,0.0124068343298217,-0.00751799289160682,0.0058825559009632,0.00780926009800176,118.578225971474,-1.60804876052931e-05,36.6652630587623,24.2892867538564,6454.65865755488,-0.000153569633032059
sCurve,1.35,44,3.5,1,0.0113880036471331,0.0125952594307904,-0.0413457596066387,0.00648703727983408,0.00750461173270134,263.73714504594,-4.99149074148197e-05,57.214534649445,4.30448482577827,6504.75726390603,-3.19018683834953e-05
sCurve,1.35,44,3.5,2,0.0113880036471331,0.0125952594307904,-0.0110375103118455,0.00648703727983408,0.00750461173270134,136.34186008795,-1.33250981611527e-05,131.123012802303,130.363072704579,6454.64345117666,-0.000828793881652693
sCurve,1.35,45,3.55,1,0.0121902312982093,0.0127609134745035,-0.0331085853682945,0.00680678879506681,0.00709012434096088,228.389940854034,-1.88944795520024e-05,60.1851618444741,28.2666763554091,6504.74360058717,-0.000209750982739395
sCurve,1.35,45,3.55,2,0.0121902312982093,0.0127609134745035,-0.0149010221365373,0.00680678879506681,0.00709012434096088,153.024082162632,-8.50374774188797e-06,150.622044281451,150.273029404614,6454.62989312244,-0.000956372761539379
sCurve,1.35,46,3.6,1,0.0127445434880268,0.0129031461150567,-0.0250183530144421,0.00689070893610731,0.00659709382670549,194.398009792668,-3.96797651205088e-06,47.0175762674143,29.8643078792562,6504.73172661743,-0.000221624307881989
sCurve,1.35,46,3.6,2,0.0127445434880268,0.0129031461150567,-0.0180015458551403,0.00689070893610731,0.00659709382670549,164.426716371548,-2.8550924632237e-06,145.790939861151,143.063744048724,6454.61811063189,-0.000910146193679168
sCurve,1.35,47,3.65,1,0.0131198016922868,0.0130247072077295,-0.0178549884250101,0.00678094540363196,0.00603625705877723,162.041910236091,1.69791092105368e-06,27.904771801796,21.7638939733499,6504.72147403653,-0.000161443553493151
sCurve,1.35,47,3.65,2,0.0131198016922868,0.0130247072077295,-0.0198211707310658,0.00678094540363196,0.00603625705877723,170.016974377584,1.88488401399382e-06,133.223447452126,127.794855908784,6454.60793703871,-0.000812356816473283
sCurve,1.35,48,3.7,1,0.0133704528393473,0.0131285230672479,-0.0118525980749432,0.00651125540033818,0.00541241034384205,130.921848873373,2.86749635105718e-06,6.39095663232035,8.77428852064724,6504.7126419823,-6.50438746182943e-05
sCurve,1.35,48,3.7,2,0.0133704528393473,0.0131285230672479,-0.0202792402182559,0.00651125540033818,0.00541241034384205,170.347919039106,4.90615196435232e-06,118.212718990492,110.46757022246,6454.59917302819,-0.000701574827754857
sCurve,1.35,49,3.75,1,0.0135362214390536,0.0132170840030787,-0.00706735476627712,0.00610824098824356,0.00472886156049408,100.580252627557,2.25545747923444e-06,-16.2576951634272,-7.08518240849645,6504.70505229922,5.25179664814732e-05
sCurve,1.35,49,3.75,2,0.0135362214390536,0.0132170840030787,-0.0195339924998493,0.00610824098824356,0.00472886156049408,166.185378890466,6.23402828075419e-06,102.340214188078,92.8063603600157,6454.59164181739,-0.000588865261204111
sCurve,1.35,50,3.8,1,0.0136449307710261,0.0132923686001389,-0.00350819869222442,0.00559290907854196,0.00398867998021889,70.6539981278392,1.23685814683436e-06,-39.5694476211416,-24.807661852599,6504.69856026808,0.000184050868131673
sCurve,1.35,50,3.8,2,0.0136449307710261,0.0132923686001389,-0.0178435864275503,0.00559290907854196,0.00398867998021889,158.241882867166,6.29097356731093e-06,85.9988790614747,75.1721002269571,6454.58519980202,-0.000476535593112089
sCurve,1.35,51,3.85,1,0.013715588504169,0.0133559130361167,-0.00117881996560568,0.004982046178748,0.00319494375134475,40.8922057815322,4.23992622878597e-07,-63.3598596702019,-43.8480793791249,6504.69305192676,0.000325632769169916
sCurve,1.35,51,3.85,2,0.013715588504169,0.0133559130361167,-0.0154904330904658,0.004982046178748,0.00319494375134475,147.11576629398,5.57152877214582e-06,69.2265863023139,57.5267812457251,6454.57973389795,-0.000364342475181093
sCurve,1.35,52,3.9,1,0.0137609116697347,0.0134089753221219,-8.75835896998431e-05,0.00428930144768127,0.00235268935111619,11.1392027021937,3.08238486697818e-08,-87.2883626880687,-63.6132695374506,6504.68843209846,0.000472898523843201
sCurve,1.35,52,3.9,2,0.0137609116697347,0.0134089753221219,-0.0127463071924679,0.00428930144768127,0.00235268935111619,133.29467437407,4.48588879886804e-06,51.9749609264811,39.7445793686237,6454.57514966163,-0.000251487537904212
sCurve,1.35,53,3.95,1,0.013788600572436,0.0134525003063499,0.000245993206873101,0.00352605542469379,0.00146097492837254,-18.6447261350789,-8.26783822854228e-08,-111.626734122043,-84.598619867752,6504.68462895057,0.000629585493948202
sCurve,1.35,53,3.95,2,0.013788600572436,0.0134525003063499,-0.009858614576883,0.00352605542469379,0.00146097492837254,117.175350703559,3.3134829825307e-06,34.2213238068535,21.7401518712261,6454.57137581387,-0.000137434521394946
sCurve,1.35,54,4,1,0.0137991973917988,0.0134846841567147,0.00170146534428937,0.00269740438128098,0.000515934895105699,-48.9651996342357,-5.35133369815966e-07,-137.120819457053,-107.313882278319,6504.68180884644,0.000799574106398439
sCurve,1.35,54,4,2,0.0137991973917988,0.0134846841567147,-0.0070460714419143,0.00269740438128098,0.000515934895105699,99.0851867261824,2.21608272383029e-06,15.8950554055711,3.38162413745008,6454.56857743632,-2.13572938896203e-05
sCurve,1.35,55,4.05,1,0.0138108706767979,0.0135102215338542,0.00432322467508565,0.00182278403191039,-0.000466322269416353,-77.9405015638889,-1.29977379331742e-06,-161.539468833462,-129.16405302474,6504.67956634247,0.000963468918023337
sCurve,1.35,55,4.05,2,0.0138108706767979,0.0135102215338542,-0.00450259802167002,0.00182278403191039,-0.000466322269416353,79.2287805742923,1.35370223623494e-06,-3.15418884472733,-15.5119676642424,6454.56635220901,9.80302593151669e-05
sCurve,1.35,56,4.1,1,0.0138189741504794,0.0135263117887924,0.00821221776229806,0.000902901685690839,-0.00148508096855808,-107.280854017418,-2.40340704500221e-06,-186.170926457909,-151.38523382212,6504.67815123584,0.00113053107771617
sCurve,1.35,56,4.1,2,0.0138189741504794,0.0135263117887924,-0.00241008891199486,0.000902901685690839,-0.00148508096855808,57.990984538787,7.05342312860109e-07,-22.7402367203597,-34.7356435645318,6454.56494800462,0.000219735926294313
sCurve,1.35,57,4.15,1,0.0138247278224985,0.0135334224797452,0.0133473505329219,-5.55315098189312e-05,-0.00253804207347071,-136.602313969974,-3.88815452184111e-06,-211.021006631128,-173.949869745488,6504.67752532765,0.00130057441796254
sCurve,1.35,57,4.15,2,0.0138247278224985,0.0135334224797452,-0.000903972849856042,-5.55315098189312e-05,-0.00253804207347071,35.5360144995389,2.63332120866982e-07,-42.8737813104501,-54.322103434641,6454.56432691853,0.000343988520281515
sCurve,1.35,58,4.2,1,0.0138293652033832,0.0135314682751072,0.0197197617106395,-0.00104677057825483,-0.00362898743141085,-165.843025933788,-5.8744564399337e-06,-236.905783029117,-197.61497013439,6504.67769737645,0.00147934524850621
sCurve,1.35,58,4.2,2,0.0138293652033832,0.0135314682751072,-0.000103554160474809,-0.00104677057825483,-0.00362898743141085,12.0352262580128,3.08484663156431e-08,-63.5386878447423,-74.2750715992894,6454.56449764184,0.00047082709084972
sCurve,1.35,59,4.25,1,0.0138340214201154,0.0135200779001254,0.0273237474694492,-0.00206582654764274,-0.0047601766420382,-194.985413133753,-8.57811345987545e-06,-263.909346576037,-222.343447925193,6504.67869969414,0.00166662735839389
sCurve,1.35,59,4.25,2,0.0138340214201154,0.0135200779001254,0.000108963709107084,-0.00206582654764274,-0.0047601766420382,-12.3433677274148,-3.42084503882392e-08,-84.6149789566279,-94.7042921700362,6454.56549223749,0.000600967404262756
sCurve,1.35,60,4.3,1,0.0138397655145022,0.0134983043975413,0.0361594497899603,-0.00310846225392635,-0.0059193510955292,-224.032708903805,-1.23470461139703e-05,-290.195020884071,-246.193982330866,6504.68061334551,0.00184772637972679
sCurve,1.35,60,4.3,2,0.0138397655145022,0.0134983043975413,0.00100391556317018,-0.00310846225392635,-0.0059193510955292,-37.4261396807261,-3.42798129534488e-07,-106.307878134494,-115.935918541052,6454.56739114576,0.000736514927019695
sCurve,1.35,61,4.35,1,0.0138477664844375,0.0134651261725734,0.0462368446799631,-0.00417111243315857,-0.00709893662843195,-253.004043488001,-1.7692080667951e-05,-315.74693159922,-269.221075565967,6504.68352341471,0.00202300989608378
sCurve,1.35,61,4.35,2,0.0138477664844375,0.0134651261725734,0.00286313152130841,-0.00417111243315857,-0.00709893662843195,-63.1298870968143,-1.09554953822126e-06,-128.771693052325,-137.957818340517,6454.57027879526,0.000877427876599765
sCurve,1.35,62,4.4,1,0.0138595412987061,0.0134196505257856,0.0575865972270297,-0.00525099034454323,-0.00829971530535826,-281.946553121206,-2.53318127640582e-05,-341.544334219558,-292.468557364685,6504.6875004561,0.00220040918936061
sCurve,1.35,62,4.4,2,0.0138595412987061,0.0134196505257856,0.00575350363520838,-0.00525099034454323,-0.00829971530535826,-89.3717238550538,-2.53091316109258e-06,-151.724455794256,-160.461173976816,6454.57422519681,0.0010217602510372
sCurve,1.35,63,4.45,1,0.0138773155798972,0.0133606548492773,0.070264599470869,-0.00634606517361475,-0.00951946100179855,-310.921889886114,-3.63029592993304e-05,-367.441927936271,-315.766111839883,6504.6926398298,0.00237863499562568
sCurve,1.35,63,4.45,2,0.0138773155798972,0.0133606548492773,0.00973612096903437,-0.00634606517361475,-0.00951946100179855,-116.076554158885,-5.03027137326455e-06,-175.093880801938,-183.374048857489,6454.57932497586,0.00116907306192287
sCurve,1.35,64,4.5,1,0.0139048515835252,0.0132860909992983,0.0843724463467665,-0.00745515992660679,-0.0107554178925176,-340.02013624186,-5.22063441941785e-05,-393.292638476706,-338.962805642868,6504.69910301505,0.00255653397990803
sCurve,1.35,64,4.5,2,0.0139048515835252,0.0132860909992983,0.0148721522442359,-0.00745515992660679,-0.0107554178925176,-143.18464162329,-9.20230161135488e-06,-198.834922689372,-206.653367306309,6454.58573836757,0.00131910970960969
sCurve,1.35,65,4.55,1,0.0139505516068225,0.0131908538091429,0.100092846065519,-0.00857794109679596,-0.0120040386683184,-369.351426282164,-7.60403147194547e-05,-418.905782282434,-361.884510580429,6504.70730554934,0.00273276267702318
sCurve,1.35,65,4.55,2,0.0139505516068225,0.0131908538091429,0.0212365222785911,-0.00857794109679596,-0.0120040386683184,-170.655460026934,-1.61333392054186e-05,-222.899307265786,-230.24976991858,6454.59387770807,0.00147157072926046
sCurve,1.35,66,4.6,1,0.0140410446379569,0.013057957719955,0.117832284337479,-0.00971480031987048,-0.013260522345039,-399.029938175303,-0.000115839377250465,-444.004321692238,-384.292586177423,6504.71865290856,0.00290546650872556
sCurve,1.35,66,4.6,2,0.0140410446379569,0.013057957719955,0.0289658895884532,-0.00971480031987048,-0.013260522345039,-198.468875179476,-2.84759871226981e-05,-247.221514038881,-254.091474615975,6454.60513764521,0.00162600845695859
sCurve,1.35,67,4.65,1,0.0142824772311366,0.0128288830180713,0.138931686148661,-0.0108665354469209,-0.0145181651415321,-429.142207371346,-0.000201950294997099,-468.183139675318,-405.844599953412,6504.73794272598,0.00307197035728343
sCurve,1.35,67,4.65,2,0.0142824772311366,0.0128288830180713,0.0384932623084052,-0.0108665354469209,-0.0145181651415321,-226.623927542496,-5.59535833335029e-05,-271.706728444036,-278.07070801499,6454.62427885043,0.00178173675724704
sCurve,1.35,68,4.7,1,0.0151144340615544,0.0123251593246292,0.169071526566441,-0.0120336204692366,-0.0157673149659899,-459.681255176166,-0.000471586937785149,-490.840053592364,-426.025227830942,6504.77915912844,0.00322823485215837
sCurve,1.35,68,4.7,2,0.0151144340615544,0.0123251593246292,0.0517359250042237,-0.0120336204692366,-0.0157673149659899,-255.134489136669,-0.000144305708605737,-296.21628938505,-302.027824794306,6454.66517771436,0.00193772422598246
sCurve,1.35,69,4.75,1,0.018815600164617,0.0117234349611241,0.238226046837646,-0.0131996819187123,-0.0169941073819266,-488.495134112382,-0.00168953847994763,-511.125426537293,-444.081589010782,6504.82623021896,0.00336834361906756
sCurve,1.35,69,4.75,2,0.018815600164617,0.0117234349611241,0.0799934860336115,-0.0131996819187123,-0.0169941073819266,-284.021143994073,-0.000567327018153676,-320.546057473002,-325.728210254464,6454.71188616078,0.00209243884279178
sCurve,1.35,70,4.8,1,0.0219328432543965,0.00502520840186676,0.305361572959474,-0.0143248923625889,-0.0181586916018861,-511.772122800656,-0.00516294197359292,-525.449882341057,-456.33956516077,6505.19114603185,0.00346361381721463
sCurve,1.35,70,4.8,2,0.0219328432543965,0.00502520840186676,0.113563736472761,-0.0143248923625889,-0.0181586916018861,-313.085793919699,-0.00192009418877036,-344.380287418515,-348.841870159542,6455.07399059702,0.00224370574555454
sCurve,1.35,71,4.85,1,0.091878255864672,0.0217300434068302,3.01965845405988,-0.0173264581067137,-0.0192827622514926,-773.999472790237,-0.21182364278551,-543.640648602528,-469.274414443669,6503.73722505517,0.0035643094476883
sCurve,1.35,71,4.85,2,0.091878255864672,0.0217300434068302,0.574546678566918,-0.0173264581067137,-0.0192827622514926,-341.64730183236,-0.0403034224750595,-366.926405158257,-370.548314016038,6453.63127088744,0.00238612364275532
sCurve,1.35,72,4.9,1,0.091878255864672,0.0234499440800025,1.32152624808243,-0.0173264581067137,-0.0204506037916466,-516.928015414847,-0.0904298101354087,-544.159695476103,-488.525961261687,6503.48441402174,0.00371442145481458
sCurve,1.35,72,4.9,2,0.091878255864672,0.0234499440800025,0.787855339805037,-0.0173264581067137,-0.0204506037916466,-399.24185534415,-0.0539116108333958,-393.09374070041,-392.142380885139,6453.3804075554,0.00252813337800468
